track	panel	chr	hap	sample	ancestry	n_sites	n_correct	concordance
NATMXB	NAT_PEL	21	24	sim_012	AFR	3314	3314	1
NATMXB	NAT_PEL	21	25	sim_013	NAT	679	644	0.9484536082474226
NATMXB	NAT_PEL	21	25	sim_013	EUR	2679	2600	0.9705113848450915
NATMXB	NAT_PEL	21	25	sim_013	AFR	1762	1665	0.9449489216799092
NATMXB	NAT_PEL	21	26	sim_013	NAT	52	0	0
NATMXB	NAT_PEL	21	26	sim_013	EUR	4702	4702	1
NATMXB	NAT_PEL	21	26	sim_013	AFR	366	366	1
NATMXB	NAT_PEL	21	27	sim_014	NAT	1604	1300	0.8104738154613467
NATMXB	NAT_PEL	21	27	sim_014	EUR	1875	1804	0.9621333333333333
NATMXB	NAT_PEL	21	27	sim_014	AFR	1641	1595	0.9719683120048751
NATMXB	NAT_PEL	21	28	sim_014	EUR	5120	5120	1
NATMXB	NAT_PEL	21	29	sim_015	EUR	3462	3421	0.988157134604275
NATMXB	NAT_PEL	21	29	sim_015	AFR	1658	1541	0.9294330518697226
NATMXB	NAT_PEL	21	30	sim_015	EUR	5120	4973	0.9712890625
NATMXB	NAT_PEL	21	31	sim_016	EUR	5120	5044	0.98515625
NATMXB	NAT_PEL	21	32	sim_016	NAT	524	511	0.9751908396946565
NATMXB	NAT_PEL	21	32	sim_016	EUR	4391	4385	0.9986335686631747
NATMXB	NAT_PEL	21	32	sim_016	AFR	205	133	0.6487804878048781
NATMXB	NAT_PEL	21	33	sim_017	EUR	4538	4428	0.9757602468047598
NATMXB	NAT_PEL	21	33	sim_017	AFR	582	471	0.8092783505154639
NATMXB	NAT_PEL	21	34	sim_017	NAT	1753	1753	1
NATMXB	NAT_PEL	21	34	sim_017	EUR	2414	2375	0.9838442419221209
NATMXB	NAT_PEL	21	34	sim_017	AFR	953	928	0.9737670514165793
NATMXB	NAT_PEL	21	35	sim_018	NAT	358	332	0.9273743016759777
NATMXB	NAT_PEL	21	35	sim_018	EUR	1742	1742	1
NATMXB	NAT_PEL	21	35	sim_018	AFR	3020	3020	1
NATMXB	NAT_PEL	21	36	sim_018	EUR	4044	3882	0.9599406528189911
NATMXB	NAT_PEL	21	36	sim_018	AFR	1076	1068	0.9925650557620818
NATMXB	NAT_PEL	21	37	sim_019	NAT	280	280	1
NATMXB	NAT_PEL	21	37	sim_019	EUR	3230	3084	0.9547987616099072
NATMXB	NAT_PEL	21	37	sim_019	AFR	1610	1608	0.9987577639751553
NATMXB	NAT_PEL	21	38	sim_019	NAT	991	991	1
NATMXB	NAT_PEL	21	38	sim_019	EUR	1266	1168	0.9225908372827805
NATMXB	NAT_PEL	21	38	sim_019	AFR	2863	2861	0.9993014320642682
NATMXB	NAT_PEL	21	39	sim_020	EUR	4000	3676	0.919
NATMXB	NAT_PEL	21	39	sim_020	AFR	1120	1120	1
NATMXB	NAT_PEL	21	40	sim_020	NAT	1098	1026	0.9344262295081968
NATMXB	NAT_PEL	21	40	sim_020	EUR	1524	1524	1
NATMXB	NAT_PEL	21	40	sim_020	AFR	2498	2440	0.9767814251401121
NATMXB	NAT_PEL	21	41	sim_021	EUR	4498	4317	0.9597598932859048
NATMXB	NAT_PEL	21	41	sim_021	AFR	622	592	0.9517684887459807
NATMXB	NAT_PEL	21	42	sim_021	EUR	4840	4788	0.9892561983471074
NATMXB	NAT_PEL	21	42	sim_021	AFR	280	137	0.48928571428571427
NATMXB	NAT_PEL	21	43	sim_022	NAT	1305	1303	0.9984674329501916
NATMXB	NAT_PEL	21	43	sim_022	EUR	1600	1502	0.93875
NATMXB	NAT_PEL	21	43	sim_022	AFR	2215	2180	0.9841986455981941
NATMXB	NAT_PEL	21	44	sim_022	NAT	352	335	0.9517045454545454
NATMXB	NAT_PEL	21	44	sim_022	EUR	3433	3433	1
NATMXB	NAT_PEL	21	44	sim_022	AFR	1335	1292	0.9677902621722847
NATMXB	NAT_PEL	21	45	sim_023	EUR	5120	5034	0.983203125
NATMXB	NAT_PEL	21	46	sim_023	NAT	344	310	0.9011627906976745
NATMXB	NAT_PEL	21	46	sim_023	EUR	4776	4759	0.9964405360134003
NATMXB	NAT_PEL	21	47	sim_024	EUR	5120	5120	1
NATMXB	NAT_PEL	21	48	sim_024	NAT	4843	4839	0.9991740656617799
NATMXB	NAT_PEL	21	48	sim_024	EUR	263	193	0.7338403041825095
NATMXB	NAT_PEL	21	48	sim_024	AFR	14	0	0
NATMXB	NAT_PEL	21	49	sim_025	NAT	2298	2295	0.9986945169712794
NATMXB	NAT_PEL	21	49	sim_025	EUR	2489	2365	0.9501807955002008
NATMXB	NAT_PEL	21	49	sim_025	AFR	333	313	0.93993993993994
NATMXB	NAT_PEL	21	50	sim_025	EUR	4164	4093	0.9829490874159462
NATMXB	NAT_PEL	21	50	sim_025	AFR	956	956	1
NATMXB	NAT_PEL	21	51	sim_026	EUR	5120	5120	1
NATMXB	NAT_PEL	21	52	sim_026	NAT	2054	2026	0.9863680623174295
NATMXB	NAT_PEL	21	52	sim_026	EUR	3066	2940	0.958904109589041
NATMXB	NAT_PEL	21	53	sim_027	EUR	5120	5120	1
NATMXB	NAT_PEL	21	54	sim_027	NAT	1974	1801	0.9123606889564336
NATMXB	NAT_PEL	21	54	sim_027	EUR	2404	2399	0.9979201331114809
NATMXB	NAT_PEL	21	54	sim_027	AFR	742	742	1
NATMXB	NAT_PEL	21	55	sim_028	EUR	3064	3060	0.9986945169712794
NATMXB	NAT_PEL	21	55	sim_028	AFR	2056	2029	0.9868677042801557
NATMXB	NAT_PEL	21	56	sim_028	NAT	225	225	1
NATMXB	NAT_PEL	21	56	sim_028	EUR	4895	4845	0.9897854954034729
NATMXB	NAT_PEL	21	57	sim_029	NAT	1242	1242	1
NATMXB	NAT_PEL	21	57	sim_029	EUR	2890	2890	1
NATMXB	NAT_PEL	21	57	sim_029	AFR	988	925	0.9362348178137652
NATMXB	NAT_PEL	21	58	sim_029	NAT	3097	3097	1
NATMXB	NAT_PEL	21	58	sim_029	EUR	1798	1241	0.6902113459399333
NATMXB	NAT_PEL	21	58	sim_029	AFR	225	157	0.6977777777777778
NATMXB	NAT_PEL	21	59	sim_030	NAT	2051	1684	0.8210628961482204
NATMXB	NAT_PEL	21	59	sim_030	EUR	3069	2995	0.9758879113717823
NATMXB	NAT_PEL	21	60	sim_030	EUR	2026	2026	1
NATMXB	NAT_PEL	21	60	sim_030	AFR	3094	3094	1
NAT	NAT_PEL_EAS	21	1	sim_001	NAT	21	0	0
NAT	NAT_PEL_EAS	21	1	sim_001	EUR	4637	4593	0.9905111063187406
NAT	NAT_PEL_EAS	21	1	sim_001	AFR	462	462	1
NAT	NAT_PEL_EAS	21	2	sim_001	EUR	4312	4182	0.9698515769944341
NAT	NAT_PEL_EAS	21	2	sim_001	AFR	808	807	0.9987623762376238
NAT	NAT_PEL_EAS	21	3	sim_002	NAT	817	469	0.5740514075887393
NAT	NAT_PEL_EAS	21	3	sim_002	EUR	4303	4081	0.9484080873808971
NAT	NAT_PEL_EAS	21	4	sim_002	NAT	1217	1020	0.838126540673788
NAT	NAT_PEL_EAS	21	4	sim_002	EUR	2399	2391	0.9966652771988328
NAT	NAT_PEL_EAS	21	4	sim_002	AFR	1504	1405	0.9341755319148937
NAT	NAT_PEL_EAS	21	5	sim_003	EUR	5120	5120	1
NAT	NAT_PEL_EAS	21	6	sim_003	EUR	1827	1808	0.9896004378762999
NAT	NAT_PEL_EAS	21	6	sim_003	AFR	3293	3238	0.9832979046462192
NAT	NAT_PEL_EAS	21	7	sim_004	NAT	4	0	0
NAT	NAT_PEL_EAS	21	7	sim_004	EUR	3755	3676	0.9789613848202396
NAT	NAT_PEL_EAS	21	7	sim_004	AFR	1361	1361	1
NAT	NAT_PEL_EAS	21	8	sim_004	NAT	376	358	0.9521276595744681
NAT	NAT_PEL_EAS	21	8	sim_004	EUR	3186	3138	0.9849340866290018
NAT	NAT_PEL_EAS	21	8	sim_004	AFR	1558	1546	0.9922978177150192
NAT	NAT_PEL_EAS	21	9	sim_005	NAT	128	105	0.8203125
NAT	NAT_PEL_EAS	21	9	sim_005	EUR	3613	3596	0.995294768890119
NAT	NAT_PEL_EAS	21	9	sim_005	AFR	1379	1344	0.9746192893401016
NAT	NAT_PEL_EAS	21	10	sim_005	EUR	3921	3921	1
NAT	NAT_PEL_EAS	21	10	sim_005	AFR	1199	1123	0.9366138448707256
NAT	NAT_PEL_EAS	21	11	sim_006	NAT	200	0	0
NAT	NAT_PEL_EAS	21	11	sim_006	EUR	3582	3577	0.9986041317699609
NAT	NAT_PEL_EAS	21	11	sim_006	AFR	1338	1285	0.9603886397608371
NAT	NAT_PEL_EAS	21	12	sim_006	NAT	3224	2981	0.9246277915632755
NAT	NAT_PEL_EAS	21	12	sim_006	EUR	1857	1857	1
NAT	NAT_PEL_EAS	21	12	sim_006	AFR	39	0	0
NAT	NAT_PEL_EAS	21	13	sim_007	NAT	1666	1634	0.9807923169267707
NAT	NAT_PEL_EAS	21	13	sim_007	EUR	2469	2469	1
NAT	NAT_PEL_EAS	21	13	sim_007	AFR	985	985	1
NAT	NAT_PEL_EAS	21	14	sim_007	EUR	5025	4863	0.9677611940298507
NAT	NAT_PEL_EAS	21	14	sim_007	AFR	95	95	1
NAT	NAT_PEL_EAS	21	15	sim_008	NAT	2649	2645	0.9984899962249906
NAT	NAT_PEL_EAS	21	15	sim_008	EUR	2471	2252	0.9113719142047754
NAT	NAT_PEL_EAS	21	16	sim_008	NAT	46	46	1
NAT	NAT_PEL_EAS	21	16	sim_008	EUR	3036	2377	0.7829380764163373
NAT	NAT_PEL_EAS	21	16	sim_008	AFR	2038	1845	0.9052993130520117
NAT	NAT_PEL_EAS	21	17	sim_009	EUR	1007	627	0.6226415094339622
NAT	NAT_PEL_EAS	21	17	sim_009	AFR	4113	4111	0.99951373693168
NAT	NAT_PEL_EAS	21	18	sim_009	NAT	418	418	1
NAT	NAT_PEL_EAS	21	18	sim_009	EUR	3815	3502	0.9179554390563565
NAT	NAT_PEL_EAS	21	18	sim_009	AFR	887	877	0.9887260428410372
NAT	NAT_PEL_EAS	21	19	sim_010	NAT	787	781	0.9923761118170267
NAT	NAT_PEL_EAS	21	19	sim_010	EUR	1283	1127	0.8784099766173032
NAT	NAT_PEL_EAS	21	19	sim_010	AFR	3050	3043	0.9977049180327869
NAT	NAT_PEL_EAS	21	20	sim_010	NAT	1445	1420	0.9826989619377162
NAT	NAT_PEL_EAS	21	20	sim_010	EUR	3140	3073	0.9786624203821656
NAT	NAT_PEL_EAS	21	20	sim_010	AFR	535	530	0.9906542056074766
NAT	NAT_PEL_EAS	21	21	sim_011	EUR	3195	3190	0.9984350547730829
NAT	NAT_PEL_EAS	21	21	sim_011	AFR	1925	1873	0.972987012987013
NAT	NAT_PEL_EAS	21	22	sim_011	NAT	4923	4913	0.9979687182612228
NAT	NAT_PEL_EAS	21	22	sim_011	EUR	197	197	1
NAT	NAT_PEL_EAS	21	23	sim_012	NAT	2861	2450	0.8563439356868228
NAT	NAT_PEL_EAS	21	23	sim_012	EUR	2055	2023	0.9844282238442822
NAT	NAT_PEL_EAS	21	23	sim_012	AFR	204	190	0.9313725490196079
NAT	NAT_PEL_EAS	21	24	sim_012	NAT	1041	1037	0.9961575408261287
NAT	NAT_PEL_EAS	21	24	sim_012	EUR	1028	885	0.8608949416342413
NAT	NAT_PEL_EAS	21	24	sim_012	AFR	3051	2968	0.9727958046542118
NAT	NAT_PEL_EAS	21	25	sim_013	NAT	871	869	0.9977037887485649
NAT	NAT_PEL_EAS	21	25	sim_013	EUR	3917	3917	1
NAT	NAT_PEL_EAS	21	25	sim_013	AFR	332	332	1
NAT	NAT_PEL_EAS	21	26	sim_013	NAT	2007	1580	0.7872446437468859
NAT	NAT_PEL_EAS	21	26	sim_013	EUR	3113	3097	0.9948602634115001
NAT	NAT_PEL_EAS	21	27	sim_014	NAT	5	0	0
NAT	NAT_PEL_EAS	21	27	sim_014	EUR	4891	4708	0.9625843385810673
NAT	NAT_PEL_EAS	21	27	sim_014	AFR	224	217	0.96875
NAT	NAT_PEL_EAS	21	28	sim_014	NAT	4603	4191	0.9104931566369758
NAT	NAT_PEL_EAS	21	28	sim_014	EUR	517	477	0.9226305609284333
NAT	NAT_PEL_EAS	21	29	sim_015	NAT	333	271	0.8138138138138138
NAT	NAT_PEL_EAS	21	29	sim_015	EUR	503	364	0.7236580516898609
NAT	NAT_PEL_EAS	21	29	sim_015	AFR	4284	4278	0.9985994397759104
NAT	NAT_PEL_EAS	21	30	sim_015	EUR	3177	3177	1
NAT	NAT_PEL_EAS	21	30	sim_015	AFR	1943	1919	0.9876479670612455
NAT	NAT_PEL_EAS	21	31	sim_016	NAT	144	0	0
NAT	NAT_PEL_EAS	21	31	sim_016	EUR	4119	4095	0.9941733430444283
NAT	NAT_PEL_EAS	21	31	sim_016	AFR	857	797	0.9299883313885647
NAT	NAT_PEL_EAS	21	32	sim_016	EUR	4390	4202	0.9571753986332574
NAT	NAT_PEL_EAS	21	32	sim_016	AFR	730	728	0.9972602739726028
NAT	NAT_PEL_EAS	21	33	sim_017	EUR	4879	4850	0.9940561590489855
NAT	NAT_PEL_EAS	21	33	sim_017	AFR	241	213	0.8838174273858921
NAT	NAT_PEL_EAS	21	34	sim_017	NAT	97	97	1
NAT	NAT_PEL_EAS	21	34	sim_017	EUR	4950	4915	0.9929292929292929
NAT	NAT_PEL_EAS	21	34	sim_017	AFR	73	73	1
NAT	NAT_PEL_EAS	21	35	sim_018	NAT	593	581	0.9797639123102867
NAT	NAT_PEL_EAS	21	35	sim_018	EUR	4527	4485	0.9907223326706428
NAT	NAT_PEL_EAS	21	36	sim_018	NAT	1460	1460	1
NAT	NAT_PEL_EAS	21	36	sim_018	EUR	2435	2357	0.9679671457905544
NAT	NAT_PEL_EAS	21	36	sim_018	AFR	1225	1216	0.9926530612244898
NAT	NAT_PEL_EAS	21	37	sim_019	NAT	414	391	0.9444444444444444
NAT	NAT_PEL_EAS	21	37	sim_019	EUR	1863	1741	0.9345142243692969
NAT	NAT_PEL_EAS	21	37	sim_019	AFR	2843	2803	0.9859303552585297
NAT	NAT_PEL_EAS	21	38	sim_019	NAT	49	22	0.4489795918367347
NAT	NAT_PEL_EAS	21	38	sim_019	EUR	2208	1865	0.8446557971014492
NAT	NAT_PEL_EAS	21	38	sim_019	AFR	2863	2860	0.9989521480964024
NAT	NAT_PEL_EAS	21	39	sim_020	NAT	1411	1411	1
NAT	NAT_PEL_EAS	21	39	sim_020	EUR	1745	1739	0.9965616045845272
NAT	NAT_PEL_EAS	21	39	sim_020	AFR	1964	1964	1
NAT	NAT_PEL_EAS	21	40	sim_020	NAT	3037	3037	1
NAT	NAT_PEL_EAS	21	40	sim_020	AFR	2083	1863	0.8943831012962074
NAT	NAT_PEL_EAS	21	41	sim_021	EUR	4588	4588	1
NAT	NAT_PEL_EAS	21	41	sim_021	AFR	532	524	0.9849624060150376
NAT	NAT_PEL_EAS	21	42	sim_021	NAT	565	565	1
NAT	NAT_PEL_EAS	21	42	sim_021	EUR	3052	2768	0.9069462647444299
NAT	NAT_PEL_EAS	21	42	sim_021	AFR	1503	1503	1
NAT	NAT_PEL_EAS	21	43	sim_022	EUR	4384	4293	0.979242700729927
NAT	NAT_PEL_EAS	21	43	sim_022	AFR	736	736	1
NAT	NAT_PEL_EAS	21	44	sim_022	NAT	497	468	0.9416498993963782
NAT	NAT_PEL_EAS	21	44	sim_022	EUR	4623	4458	0.9643088903309539
NAT	NAT_PEL_EAS	21	45	sim_023	EUR	1991	1980	0.994475138121547
NAT	NAT_PEL_EAS	21	45	sim_023	AFR	3129	3129	1
NAT	NAT_PEL_EAS	21	46	sim_023	NAT	2121	2035	0.9594530881659594
NAT	NAT_PEL_EAS	21	46	sim_023	EUR	2551	2551	1
NAT	NAT_PEL_EAS	21	46	sim_023	AFR	448	447	0.9977678571428571
NAT	NAT_PEL_EAS	21	47	sim_024	EUR	4854	4854	1
NAT	NAT_PEL_EAS	21	47	sim_024	AFR	266	250	0.9398496240601504
NAT	NAT_PEL_EAS	21	48	sim_024	NAT	9	0	0
NAT	NAT_PEL_EAS	21	48	sim_024	EUR	4702	4682	0.9957464908549554
NAT	NAT_PEL_EAS	21	48	sim_024	AFR	409	406	0.9926650366748166
NAT	NAT_PEL_EAS	21	49	sim_025	EUR	3266	3261	0.9984690753214942
NAT	NAT_PEL_EAS	21	49	sim_025	AFR	1854	1843	0.994066882416397
NAT	NAT_PEL_EAS	21	50	sim_025	EUR	4619	4309	0.9328859060402684
NAT	NAT_PEL_EAS	21	50	sim_025	AFR	501	501	1
NAT	NAT_PEL_EAS	21	51	sim_026	NAT	614	608	0.990228013029316
NAT	NAT_PEL_EAS	21	51	sim_026	EUR	712	587	0.824438202247191
NAT	NAT_PEL_EAS	21	51	sim_026	AFR	3794	3794	1
NAT	NAT_PEL_EAS	21	52	sim_026	NAT	421	421	1
NAT	NAT_PEL_EAS	21	52	sim_026	EUR	4491	4405	0.980850590069027
NAT	NAT_PEL_EAS	21	52	sim_026	AFR	208	207	0.9951923076923077
NAT	NAT_PEL_EAS	21	53	sim_027	EUR	3104	2996	0.9652061855670103
NAT	NAT_PEL_EAS	21	53	sim_027	AFR	2016	2015	0.9995039682539683
NAT	NAT_PEL_EAS	21	54	sim_027	NAT	1820	1724	0.9472527472527472
NAT	NAT_PEL_EAS	21	54	sim_027	EUR	3236	3102	0.9585908529048207
NAT	NAT_PEL_EAS	21	54	sim_027	AFR	64	0	0
NAT	NAT_PEL_EAS	21	55	sim_028	NAT	3396	3350	0.9864546525323911
NAT	NAT_PEL_EAS	21	55	sim_028	EUR	1357	1357	1
NAT	NAT_PEL_EAS	21	55	sim_028	AFR	367	364	0.9918256130790191
NAT	NAT_PEL_EAS	21	56	sim_028	NAT	2214	1432	0.6467931345980127
NAT	NAT_PEL_EAS	21	56	sim_028	EUR	2906	2812	0.9676531314521679
NAT	NAT_PEL_EAS	21	57	sim_029	EUR	2725	2503	0.9185321100917431
NAT	NAT_PEL_EAS	21	57	sim_029	AFR	2395	2393	0.9991649269311065
NAT	NAT_PEL_EAS	21	58	sim_029	NAT	2860	2520	0.8811188811188811
NAT	NAT_PEL_EAS	21	58	sim_029	EUR	1882	1842	0.9787460148777896
NAT	NAT_PEL_EAS	21	58	sim_029	AFR	378	353	0.9338624338624338
NAT	NAT_PEL_EAS	21	59	sim_030	EUR	2134	2129	0.9976569821930646
NAT	NAT_PEL_EAS	21	59	sim_030	AFR	2986	2982	0.9986604152712659
NAT	NAT_PEL_EAS	21	60	sim_030	NAT	347	347	1
NAT	NAT_PEL_EAS	21	60	sim_030	EUR	4657	4599	0.9875456302340563
NAT	NAT_PEL_EAS	21	60	sim_030	AFR	116	80	0.6896551724137931
NATMXB	NAT_PEL_EAS	21	1	sim_001	NAT	43	0	0
NATMXB	NAT_PEL_EAS	21	1	sim_001	EUR	3224	3115	0.9661910669975186
NATMXB	NAT_PEL_EAS	21	1	sim_001	AFR	1853	1800	0.9713977334052887
NATMXB	NAT_PEL_EAS	21	2	sim_001	NAT	785	197	0.25095541401273885
NATMXB	NAT_PEL_EAS	21	2	sim_001	EUR	3637	3637	1
NATMXB	NAT_PEL_EAS	21	2	sim_001	AFR	698	687	0.9842406876790831
NATMXB	NAT_PEL_EAS	21	3	sim_002	EUR	4562	4197	0.9199912319158264
NATMXB	NAT_PEL_EAS	21	3	sim_002	AFR	558	558	1
NATMXB	NAT_PEL_EAS	21	4	sim_002	NAT	1930	1790	0.927461139896373
NATMXB	NAT_PEL_EAS	21	4	sim_002	EUR	3190	3170	0.9937304075235109
NATMXB	NAT_PEL_EAS	21	5	sim_003	NAT	1966	1966	1
NATMXB	NAT_PEL_EAS	21	5	sim_003	AFR	3154	3154	1
NATMXB	NAT_PEL_EAS	21	6	sim_003	NAT	1666	1479	0.8877551020408163
NATMXB	NAT_PEL_EAS	21	6	sim_003	EUR	3027	2912	0.9620085893624051
NATMXB	NAT_PEL_EAS	21	6	sim_003	AFR	427	412	0.9648711943793911
NATMXB	NAT_PEL_EAS	21	7	sim_004	NAT	1788	1788	1
NATMXB	NAT_PEL_EAS	21	7	sim_004	EUR	3332	3332	1
NATMXB	NAT_PEL_EAS	21	8	sim_004	EUR	4512	4477	0.9922429078014184
NATMXB	NAT_PEL_EAS	21	8	sim_004	AFR	608	458	0.7532894736842105
NATMXB	NAT_PEL_EAS	21	9	sim_005	EUR	5100	5100	1
NATMXB	NAT_PEL_EAS	21	9	sim_005	AFR	20	0	0
NATMXB	NAT_PEL_EAS	21	10	sim_005	NAT	289	289	1
NATMXB	NAT_PEL_EAS	21	10	sim_005	EUR	4380	3940	0.8995433789954338
NATMXB	NAT_PEL_EAS	21	10	sim_005	AFR	451	439	0.9733924611973392
NATMXB	NAT_PEL_EAS	21	11	sim_006	NAT	1118	935	0.8363148479427549
NATMXB	NAT_PEL_EAS	21	11	sim_006	EUR	1930	1927	0.9984455958549223
NATMXB	NAT_PEL_EAS	21	11	sim_006	AFR	2072	2072	1
NATMXB	NAT_PEL_EAS	21	12	sim_006	NAT	1749	1749	1
NATMXB	NAT_PEL_EAS	21	12	sim_006	EUR	2186	2152	0.9844464775846294
NATMXB	NAT_PEL_EAS	21	12	sim_006	AFR	1185	985	0.8312236286919831
NATMXB	NAT_PEL_EAS	21	13	sim_007	NAT	1059	1025	0.9678942398489141
NATMXB	NAT_PEL_EAS	21	13	sim_007	EUR	3427	3397	0.9912459877443829
NATMXB	NAT_PEL_EAS	21	13	sim_007	AFR	634	606	0.9558359621451105
NATMXB	NAT_PEL_EAS	21	14	sim_007	EUR	3147	3133	0.9955513187162377
NATMXB	NAT_PEL_EAS	21	14	sim_007	AFR	1973	1973	1
NATMXB	NAT_PEL_EAS	21	15	sim_008	NAT	422	422	1
NATMXB	NAT_PEL_EAS	21	15	sim_008	EUR	4698	4397	0.9359301830566198
NATMXB	NAT_PEL_EAS	21	16	sim_008	NAT	418	418	1
NATMXB	NAT_PEL_EAS	21	16	sim_008	EUR	4702	4530	0.963419821352616
NATMXB	NAT_PEL_EAS	21	17	sim_009	NAT	1241	976	0.7864625302175665
NATMXB	NAT_PEL_EAS	21	17	sim_009	EUR	1581	1436	0.9082858950031626
NATMXB	NAT_PEL_EAS	21	17	sim_009	AFR	2298	2278	0.9912967798085291
NATMXB	NAT_PEL_EAS	21	18	sim_009	NAT	25	0	0
NATMXB	NAT_PEL_EAS	21	18	sim_009	EUR	3793	3793	1
NATMXB	NAT_PEL_EAS	21	18	sim_009	AFR	1302	1298	0.9969278033794163
NATMXB	NAT_PEL_EAS	21	19	sim_010	NAT	3396	3394	0.9994110718492344
NATMXB	NAT_PEL_EAS	21	19	sim_010	EUR	1724	1718	0.9965197215777262
NATMXB	NAT_PEL_EAS	21	20	sim_010	NAT	702	702	1
NATMXB	NAT_PEL_EAS	21	20	sim_010	EUR	3845	3630	0.9440832249674902
NATMXB	NAT_PEL_EAS	21	20	sim_010	AFR	573	503	0.8778359511343804
NATMXB	NAT_PEL_EAS	21	21	sim_011	NAT	18	0	0
NATMXB	NAT_PEL_EAS	21	21	sim_011	EUR	4486	4476	0.9977708426214891
NATMXB	NAT_PEL_EAS	21	21	sim_011	AFR	616	616	1
NATMXB	NAT_PEL_EAS	21	22	sim_011	NAT	2742	2742	1
NATMXB	NAT_PEL_EAS	21	22	sim_011	EUR	1338	1130	0.8445440956651719
NATMXB	NAT_PEL_EAS	21	22	sim_011	AFR	1040	1039	0.9990384615384615
NATMXB	NAT_PEL_EAS	21	23	sim_012	NAT	126	0	0
NATMXB	NAT_PEL_EAS	21	23	sim_012	EUR	4834	4458	0.922217625155151
NATMXB	NAT_PEL_EAS	21	23	sim_012	AFR	160	160	1
NATMXB	NAT_PEL_EAS	21	24	sim_012	EUR	1806	1768	0.9789590254706534
NATMXB	NAT_PEL_EAS	21	24	sim_012	AFR	3314	3314	1
NATMXB	NAT_PEL_EAS	21	25	sim_013	NAT	679	623	0.9175257731958762
NATMXB	NAT_PEL_EAS	21	25	sim_013	EUR	2679	2504	0.9346771183277343
NATMXB	NAT_PEL_EAS	21	25	sim_013	AFR	1762	1601	0.9086265607264472
NATMXB	NAT_PEL_EAS	21	26	sim_013	NAT	52	52	1
NATMXB	NAT_PEL_EAS	21	26	sim_013	EUR	4702	4702	1
NATMXB	NAT_PEL_EAS	21	26	sim_013	AFR	366	289	0.7896174863387978
NATMXB	NAT_PEL_EAS	21	27	sim_014	NAT	1604	1264	0.7880299251870324
NATMXB	NAT_PEL_EAS	21	27	sim_014	EUR	1875	1862	0.9930666666666667
NATMXB	NAT_PEL_EAS	21	27	sim_014	AFR	1641	1597	0.9731870810481413
NATMXB	NAT_PEL_EAS	21	28	sim_014	EUR	5120	5120	1
NATMXB	NAT_PEL_EAS	21	29	sim_015	EUR	3462	3421	0.988157134604275
NATMXB	NAT_PEL_EAS	21	29	sim_015	AFR	1658	1541	0.9294330518697226
NATMXB	NAT_PEL_EAS	21	30	sim_015	EUR	5120	5120	1
NATMXB	NAT_PEL_EAS	21	31	sim_016	EUR	5120	5044	0.98515625
NATMXB	NAT_PEL_EAS	21	32	sim_016	NAT	524	483	0.9217557251908397
NATMXB	NAT_PEL_EAS	21	32	sim_016	EUR	4391	4297	0.9785925757230699
NATMXB	NAT_PEL_EAS	21	32	sim_016	AFR	205	0	0
NATMXB	NAT_PEL_EAS	21	33	sim_017	EUR	4538	4349	0.9583516967827237
NATMXB	NAT_PEL_EAS	21	33	sim_017	AFR	582	582	1
NATMXB	NAT_PEL_EAS	21	34	sim_017	NAT	1753	1753	1
NATMXB	NAT_PEL_EAS	21	34	sim_017	EUR	2414	2375	0.9838442419221209
NATMXB	NAT_PEL_EAS	21	34	sim_017	AFR	953	928	0.9737670514165793
NATMXB	NAT_PEL_EAS	21	35	sim_018	NAT	358	332	0.9273743016759777
NATMXB	NAT_PEL_EAS	21	35	sim_018	EUR	1742	1742	1
NATMXB	NAT_PEL_EAS	21	35	sim_018	AFR	3020	3020	1
NATMXB	NAT_PEL_EAS	21	36	sim_018	EUR	4044	4039	0.9987636003956478
NATMXB	NAT_PEL_EAS	21	36	sim_018	AFR	1076	1068	0.9925650557620818
NATMXB	NAT_PEL_EAS	21	37	sim_019	NAT	280	280	1
NATMXB	NAT_PEL_EAS	21	37	sim_019	EUR	3230	2946	0.9120743034055727
NATMXB	NAT_PEL_EAS	21	37	sim_019	AFR	1610	1555	0.9658385093167702
NATMXB	NAT_PEL_EAS	21	38	sim_019	NAT	991	991	1
NATMXB	NAT_PEL_EAS	21	38	sim_019	EUR	1266	1262	0.9968404423380727
NATMXB	NAT_PEL_EAS	21	38	sim_019	AFR	2863	2790	0.9745022703457912
NATMXB	NAT_PEL_EAS	21	39	sim_020	EUR	4000	3481	0.87025
NATMXB	NAT_PEL_EAS	21	39	sim_020	AFR	1120	1120	1
NATMXB	NAT_PEL_EAS	21	40	sim_020	NAT	1098	1098	1
NATMXB	NAT_PEL_EAS	21	40	sim_020	EUR	1524	1152	0.7559055118110236
NATMXB	NAT_PEL_EAS	21	40	sim_020	AFR	2498	2440	0.9767814251401121
NATMXB	NAT_PEL_EAS	21	41	sim_021	EUR	4498	3695	0.821476211649622
NATMXB	NAT_PEL_EAS	21	41	sim_021	AFR	622	608	0.977491961414791
NATMXB	NAT_PEL_EAS	21	42	sim_021	EUR	4840	4788	0.9892561983471074
NATMXB	NAT_PEL_EAS	21	42	sim_021	AFR	280	137	0.48928571428571427
NATMXB	NAT_PEL_EAS	21	43	sim_022	NAT	1305	1303	0.9984674329501916
NATMXB	NAT_PEL_EAS	21	43	sim_022	EUR	1600	1502	0.93875
